Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
18121,2676,122,7,85,21,1695,233,234,134,6541,2
18122,2675,141,10,67,20,1666,235,237,132,6523,2
18123,2670,139,14,60,15,1637,241,235,120,6504,2
18124,2665,145,15,60,10,1608,240,236,121,6486,2
18125,2660,146,17,60,5,1579,241,235,118,6468,2
18126,2654,142,18,42,12,1550,243,233,112,6450,2
18127,2648,155,13,30,6,1521,235,241,133,6432,2
18128,2647,164,8,30,4,1492,228,243,147,6414,2
18129,2643,124,2,0,0,1463,222,237,151,6396,2
18130,2645,355,6,0,0,1434,211,230,157,6379,2
18131,2646,4,10,0,0,1405,207,221,151,6361,2
18132,2646,5,13,0,0,1376,203,214,148,6344,2
18133,2645,12,15,30,7,1348,203,208,140,6326,2
18134,2643,9,15,30,6,1319,202,210,142,6309,2
18135,2643,3,12,30,9,1290,203,216,150,6292,2
18136,2641,359,10,30,6,1262,205,221,154,6275,2
18137,2643,9,9,30,2,1233,211,223,149,6258,2
18138,2641,8,7,0,0,1205,212,231,152,6241,2
18139,2643,336,6,0,0,1177,207,232,164,6224,2
18140,2644,315,3,0,0,1148,211,237,164,6207,2
18141,2645,214,2,30,5,1120,217,240,160,6190,2
18142,2643,125,4,0,0,1092,226,237,145,6174,2
18143,2641,108,5,0,0,1064,229,234,138,6158,2
18144,2640,90,8,30,0,1036,232,228,129,6141,2
18145,2634,73,11,60,-6,1008,233,220,118,6125,2
18146,2628,63,13,85,-12,981,231,214,113,6109,2
18147,2620,53,12,90,-20,953,227,215,120,6093,2
18148,2617,25,8,90,-19,926,216,223,143,6077,2
18149,2616,312,6,85,-8,899,204,236,171,6061,2
18150,2622,270,8,67,-2,872,200,243,182,6046,2
18151,2625,236,2,60,0,845,216,240,162,6030,2
18152,2625,76,4,42,1,819,225,232,143,6014,2
18153,2621,49,5,30,-2,793,222,228,141,5999,2
18154,2620,6,5,30,-2,767,214,230,154,5984,2
18155,2623,28,5,0,0,741,218,230,148,5969,2
18156,2620,78,8,0,0,716,231,226,128,5954,2
18157,2614,108,8,30,0,691,233,232,130,5939,2
18158,2611,131,9,42,0,666,236,235,130,5924,2
18159,2606,128,12,30,-1,642,239,233,122,5909,2
18160,2601,123,12,30,-6,618,240,231,120,5895,2
18161,2595,131,10,30,-7,595,234,235,128,5880,2
18162,2581,27,7,30,2,400,217,224,143,5716,2
18163,2577,35,11,30,2,395,219,215,130,5704,2
18164,2569,10,4,60,0,391,215,231,153,5666,2
18165,2569,45,6,60,-1,395,222,227,141,5653,2
18166,2567,62,5,60,0,400,224,230,142,5641,2
18167,2565,86,3,210,6,408,224,234,145,5629,2
18168,2562,119,2,85,5,418,223,237,149,5617,2
18169,2561,127,5,90,10,430,228,237,143,5606,2
18170,2558,132,6,95,8,443,230,237,140,5594,2
18171,2558,122,6,108,6,458,231,235,137,5582,2
18172,2552,102,8,120,1,474,234,230,128,5571,2
18173,2548,108,5,120,2,492,229,234,138,5560,2
18174,2547,148,3,124,2,511,224,239,151,5549,2
18175,2546,149,3,134,0,531,223,239,151,5538,2
18176,2533,118,7,240,-6,674,232,234,134,5465,5
18177,2507,50,7,150,11,850,224,224,135,5382,5
18178,2504,61,6,127,13,872,225,227,136,5374,5
18179,2501,55,6,108,10,895,224,227,139,5365,5
18180,2495,81,7,90,4,870,230,227,129,5349,5
18181,2492,92,7,90,1,840,231,229,131,5341,5
18182,3027,99,7,450,13,6553,233,230,130,2780,2
18183,3021,113,12,469,10,6524,240,228,117,2809,2
18184,3014,119,17,488,6,6494,247,223,99,2839,2
18185,3004,129,19,509,-3,6464,248,225,97,2869,2
18186,2998,160,17,524,-9,6434,235,241,131,2899,2
18187,2998,161,17,511,20,6404,235,242,131,2929,2
18188,2991,138,17,488,13,6374,244,232,111,2958,2
18189,2985,126,15,467,7,6344,244,229,110,2988,2
18190,2978,121,13,446,6,6314,242,228,113,3018,2
18191,2972,123,11,424,0,6284,239,231,121,3048,2
18192,2968,122,10,404,0,6254,238,232,124,3078,2
18193,2962,117,10,382,-5,6224,237,231,124,3108,2
18194,2959,144,6,361,-5,6194,229,239,143,3137,2
18195,2959,149,7,339,-5,6164,229,240,143,3167,2
18196,2955,135,10,319,-6,6134,236,236,130,3197,2
18197,2952,158,9,297,-9,6104,231,242,143,3227,2
18198,2952,158,11,277,-9,6075,232,242,140,3257,2
18199,2949,140,12,258,-12,6045,238,236,126,3287,2
18200,2942,129,9,242,-6,6015,235,235,130,3316,2
18201,2939,118,4,228,-5,5985,226,236,145,3346,2
18202,2939,18,2,212,-5,5955,217,234,154,3376,2
18203,2939,11,8,192,-5,5925,212,224,150,3406,2
18204,2939,6,14,175,-5,5895,201,212,146,3436,2
18205,2939,12,18,162,-5,5865,199,201,135,3466,2
18206,2936,10,18,153,-2,5835,197,201,137,3496,2
18207,2936,0,16,150,-2,5805,194,208,149,3525,2
18208,2936,343,14,134,-2,5775,190,218,165,3555,2
18209,2942,347,13,124,3,5745,196,219,162,3585,2
18210,2939,7,12,120,0,5715,205,215,147,3615,2
18211,2939,4,12,120,0,5686,204,218,150,3645,2
18212,2939,0,9,120,0,5656,206,222,154,3675,2
18213,2942,5,6,120,3,5626,213,229,154,3705,2
18214,2939,36,2,120,0,5596,219,234,152,3735,2
18215,2939,288,2,120,3,5566,213,239,164,3764,2
18216,2942,315,3,120,6,5536,211,237,164,3794,2
18217,2942,69,3,120,13,5506,223,233,145,3824,2
18218,2939,102,6,120,13,5476,230,233,137,3854,2
18219,2936,141,3,120,7,5446,225,238,149,3884,2
18220,2936,189,6,120,10,5416,220,244,159,3914,2
18221,2936,180,8,124,14,5386,223,245,155,3944,2
18222,2936,135,9,134,17,5356,235,236,133,3974,2
18223,2929,126,8,150,16,5327,234,235,132,4004,2
18224,2929,145,8,150,16,5297,231,239,140,4034,2
18225,2926,141,10,150,40,5267,235,237,132,4063,2
18226,2922,133,8,134,36,5237,233,236,135,4093,2
18227,2919,99,9,124,33,5207,235,228,123,4123,2
18228,2913,93,14,120,33,5177,242,217,102,4153,2
18229,2903,99,18,108,23,5147,247,211,86,4183,2
18230,2893,106,16,95,13,5117,246,218,96,4213,2
18231,2886,107,13,90,6,5087,242,223,108,4243,2
18232,2880,102,15,85,20,5057,244,219,99,4273,2
18233,2870,109,12,67,10,5028,241,226,113,4303,2
18234,2867,122,10,60,7,4998,238,232,124,4333,2
18235,2860,118,11,42,6,4968,239,230,119,4362,2
18236,2854,107,10,30,0,4938,237,228,121,4392,2
18237,2850,105,5,30,0,4908,229,233,138,4422,2
18238,2850,98,5,0,0,4878,228,233,138,4452,2
18239,2844,56,5,0,0,4848,224,228,140,4482,2
18240,2844,24,9,0,0,4818,216,222,142,4512,2
18241,2840,19,10,0,0,4788,213,219,142,4542,2
18242,2840,17,10,0,0,4759,212,219,144,4572,2
18243,2837,12,8,30,0,4729,211,224,149,4602,2
18244,2840,353,4,30,6,4699,213,233,158,4632,2
18245,2840,92,7,30,3,4669,232,229,129,4662,2
18246,2834,99,12,0,0,4639,240,222,110,4692,2
18247,2827,92,8,0,0,4609,233,228,128,4722,2
18248,2824,79,4,0,0,4579,224,233,144,4751,2
18249,2821,108,5,0,0,4549,228,234,141,4781,2
18250,2818,180,1,0,0,4520,219,239,157,4811,2
18251,2821,301,4,0,0,4490,208,238,168,4841,2
18252,2821,27,7,0,0,4460,218,225,144,4871,2
18253,2818,21,8,0,0,4430,215,223,145,4901,2
18254,2818,346,9,0,0,4400,203,227,162,4931,2
18255,2821,350,12,0,0,4370,198,220,160,4961,2
18256,2821,345,15,30,7,4340,189,215,164,4991,2
18257,2824,349,15,30,10,4311,190,213,160,5021,2
18258,2824,3,14,42,6,4281,200,212,148,5051,2
18259,2824,339,13,67,13,4251,191,221,168,5081,2
18260,2831,311,15,85,20,4221,179,228,189,5111,2
18261,2837,306,15,108,29,4191,177,230,193,5141,2
18262,2844,334,10,124,36,4161,197,227,169,5171,2
18263,2840,356,10,134,36,4131,204,222,156,5200,2
18264,2844,334,13,150,40,4102,190,222,171,5230,2
18265,2847,333,15,162,36,4072,184,220,174,5260,2
18266,2850,339,15,175,46,4042,185,216,169,5290,2
18267,2854,351,16,182,46,4012,190,212,158,5320,2
18268,2854,9,17,190,53,3982,198,203,139,5350,1
18269,2850,11,19,201,55,3952,197,199,135,5380,2
18270,2850,0,18,216,52,3923,190,203,147,5410,2
18271,2850,7,18,228,55,3893,195,202,141,5440,2
18272,2847,14,15,242,49,3863,204,207,137,5470,2
18273,2847,40,14,256,56,3833,220,208,119,5500,2
18274,2837,39,12,268,46,3803,220,213,126,5530,2
18275,2837,10,9,283,39,3773,210,221,148,5560,2
18276,2837,11,9,295,49,3744,211,222,148,5590,2
18277,2837,19,9,309,56,3714,214,220,143,5620,2
18278,2834,45,13,319,108,3684,223,211,120,5650,2
18279,2827,59,17,297,101,3654,230,203,101,5680,2
18280,2818,58,14,277,96,3624,229,211,112,5710,2
18281,2814,55,11,255,92,3595,227,215,120,5739,2
18282,2808,55,11,234,86,3565,227,215,120,5769,2
18283,2804,63,13,212,82,3535,231,214,113,5799,2
18284,2795,72,14,192,73,3505,236,211,103,5829,2
18285,2791,72,16,175,69,3475,236,208,98,5859,2
18286,2781,77,18,162,68,3446,240,203,86,5889,2
18287,2772,91,20,150,73,3416,246,205,80,5919,5
18288,2758,107,23,127,59,3386,252,207,71,5949,5
18289,2745,118,28,108,46,3356,254,203,57,5979,5
18290,2729,119,32,85,30,3327,254,194,41,6009,5
18291,2699,112,16,30,3,3267,246,220,97,6069,1
18292,2696,331,7,0,0,3237,203,231,167,6099,1
18293,2703,308,23,0,0,3208,152,220,205,6129,1
18294,2716,307,26,30,20,3178,139,214,211,6159,1
18295,2729,313,26,60,43,3148,141,210,193,6189,1
18296,2745,337,22,108,59,3089,165,203,174,6249,1
18297,2749,340,21,127,59,3059,171,204,169,6279,1
18298,2752,349,19,150,76,3029,181,205,159,6309,1
18299,2752,7,18,170,69,3000,196,202,140,6339,1
18300,2749,8,16,175,82,2970,200,206,141,6369,1
18301,2749,5,15,162,82,2940,200,210,145,6399,1
18302,2749,24,17,153,82,2910,208,201,125,6428,1
18303,2742,36,20,150,75,2881,214,191,105,6458,1
18304,2736,22,17,150,69,2851,207,201,126,6488,1
18305,2736,336,15,150,69,2821,187,219,171,6518,1
18306,2742,315,14,150,75,2792,183,228,185,6548,1
18307,2745,302,14,153,78,2762,179,233,193,6578,1
18308,2755,306,14,162,88,2732,180,231,191,6608,1
18309,2758,326,10,175,98,2703,195,229,173,6638,1
18310,2762,0,8,182,95,2673,208,225,154,6668,1
18311,2758,9,7,190,82,2644,212,225,151,6698,1
18312,2758,32,6,201,101,2614,219,227,145,6728,1
18313,2752,82,7,216,89,2584,230,228,132,6758,1
18314,2752,126,6,212,29,2555,231,236,137,6788,1
18315,2749,127,10,182,26,2525,237,234,126,6818,1
18316,2745,113,14,153,22,2496,243,225,108,6848,1
18317,2736,132,7,124,13,2466,231,237,138,6878,1
18318,2737,148,6,95,14,2436,228,240,145,6908,1
18319,2730,117,13,67,7,2407,241,228,114,6938,1
18320,2725,120,9,42,2,2377,236,232,127,6964,1
18321,2722,114,8,30,4,2348,233,233,131,6944,1
18322,2718,114,5,0,0,2318,228,235,141,6924,1
18323,2718,239,1,0,0,2289,216,240,161,6904,1
18324,2719,0,1,0,0,2259,217,236,156,6884,1
18325,2718,21,6,30,-2,2230,216,227,148,6864,1
18326,2718,37,11,30,1,2200,219,215,129,6844,1
18327,2711,38,13,42,0,2171,219,212,125,6824,1
18328,2709,357,9,60,4,2142,205,223,155,6804,1
18329,2713,6,7,67,11,2112,211,226,152,6785,1
18330,2709,27,6,85,10,2083,217,226,145,6765,1
18331,2708,9,6,108,12,2053,214,228,152,6745,1
18332,2709,45,6,124,10,2024,222,226,139,6726,1
18333,2704,53,5,134,5,1995,223,229,142,6707,1
18334,2705,27,3,150,12,1965,218,232,151,6687,1
18335,2704,18,2,153,15,1936,217,234,154,6668,1
18336,2705,81,5,162,23,1907,226,231,140,6649,2
18337,2698,89,10,150,35,1878,235,224,120,6630,2
18338,2693,88,6,127,30,1848,229,230,135,6611,2
18339,2694,101,5,108,31,1819,228,233,139,6592,2
18340,2690,114,9,95,27,1790,235,232,128,6573,2
18341,2685,127,11,85,27,1761,239,232,122,6555,2
18342,2680,132,13,67,22,1732,241,233,119,6536,2
18343,2675,139,14,60,17,1703,241,235,120,6517,2
18344,2669,144,16,42,14,1674,241,235,118,6499,2
18345,2663,145,16,30,8,1645,241,236,119,6481,2
18346,2657,143,14,30,2,1616,240,236,122,6462,2
18347,2652,135,13,30,0,1587,240,234,121,6444,2
18348,2646,126,10,30,4,1558,237,233,126,6426,2
18349,2642,126,2,0,0,1529,223,237,151,6408,2
18350,2644,323,5,0,0,1500,207,235,166,6390,2
18351,2648,331,10,0,0,1471,197,228,170,6372,2
18352,2652,343,11,0,0,1442,197,223,164,6354,2
18353,2651,355,11,0,0,1414,201,220,156,6337,2
18354,2653,358,11,0,0,1385,202,219,154,6319,2
18355,2653,11,12,0,0,1357,207,215,144,6302,4
18356,2650,14,12,0,0,1328,208,214,141,6284,2
18357,2649,13,12,0,0,1300,208,216,143,6267,2
18358,2647,5,11,0,0,1271,206,219,150,6250,2
18359,2648,21,10,0,0,1243,214,219,141,6233,2
18360,2642,22,8,0,0,1215,215,224,145,6216,2
18361,2644,348,6,30,3,1187,209,231,160,6199,2
18362,2643,16,4,30,0,1159,216,231,152,6182,2
18363,2641,0,3,42,-2,1131,215,233,156,6165,2
18364,2644,41,4,30,1,1103,220,230,146,6149,2
18365,2639,67,6,0,0,1075,227,228,135,6132,2
18366,2637,84,7,30,-3,1048,230,228,131,6116,2
18367,2633,87,8,42,-7,1020,232,227,127,6100,2
18368,2631,68,9,60,-9,993,229,223,126,6084,2
18369,2625,45,10,60,-11,966,223,217,128,6067,2
18370,2623,21,10,60,-10,939,214,219,141,6052,2
18371,2621,0,8,60,-8,912,209,226,155,6036,2
18372,2622,311,5,42,-2,1758,206,236,169,6020,2
18373,2625,281,1,30,0,860,215,238,161,6004,2
18374,2623,96,2,30,0,834,223,236,149,5989,2
18375,2624,98,3,0,0,808,225,234,145,5973,2
18376,2622,139,4,0,0,782,227,238,146,5958,2
18377,2621,148,9,0,0,757,232,240,139,5943,2
18378,2616,133,13,30,-6,732,240,234,121,5928,2
18379,2610,132,12,42,-9,708,240,233,121,5913,2
18380,2605,134,13,67,-8,684,240,233,120,5898,2
18381,2600,138,12,42,5,661,239,236,125,5883,2
18382,2596,133,9,30,1,638,235,236,132,5869,2
18383,2554,90,3,134,4,484,224,234,146,5555,2
18384,2553,63,6,150,1,499,226,227,135,5543,2
18385,2549,68,8,150,-1,516,228,225,130,5532,2
18386,2546,90,3,153,0,534,225,234,145,5521,2
18387,2547,140,4,162,2,553,225,238,148,5510,2
18388,2545,140,8,175,0,573,232,238,138,5499,2
18389,2507,72,11,170,16,870,233,219,117,5353,5
18390,2504,90,6,150,13,892,229,231,136,5345,5
18391,2502,96,5,134,11,914,228,233,139,5336,5
18392,2500,102,8,124,9,900,234,230,128,5328,5
18393,2494,111,9,120,3,870,236,230,125,5320,5
18394,2489,117,9,120,13,840,236,232,128,5312,5
18395,2484,119,7,108,8,810,233,234,133,5305,5
18396,3132,86,18,458,17,6585,243,208,88,2754,2
18397,3024,103,13,474,10,6555,241,224,110,2783,2
18398,3018,119,16,492,4,6526,245,225,104,2813,2
18399,3011,119,20,511,0,6496,250,218,87,2843,2
18400,2998,123,20,531,-9,6466,249,221,91,2873,2
18401,2991,145,13,516,3,6436,238,237,127,2902,2
18402,2972,159,11,492,0,6406,231,242,141,2932,2
18403,2988,135,11,469,10,6376,237,236,128,2962,2
18404,2982,118,11,446,4,6346,240,230,118,2992,2
18405,2978,112,11,424,0,6316,239,228,119,3022,2
18406,2972,107,9,404,0,6286,236,229,124,3051,2
18407,2968,85,6,382,-3,6256,228,230,136,3081,2
18408,2965,66,9,361,-2,6226,229,223,127,3111,2
18409,2959,54,6,339,-8,6196,224,227,138,3141,2
18410,2959,49,5,319,-5,6166,222,229,143,3171,2
18411,2955,68,9,297,-9,6137,229,223,126,3200,2
18412,2949,66,6,277,-12,6107,226,228,137,3230,2
18413,2949,83,6,255,-12,6077,228,230,137,3260,2
18414,2942,61,5,234,-19,6047,224,229,141,3290,5
18415,2945,18,8,216,-16,6017,215,224,146,3320,2
18416,2942,4,10,201,-6,5987,207,220,151,3349,2
18417,2945,347,13,190,0,5957,196,219,162,3379,2
18418,2945,350,14,170,0,5927,193,215,160,3409,2
18419,2949,353,15,150,4,5897,193,213,157,3439,2
18420,2949,16,15,134,4,5867,206,208,137,3469,2
18421,2945,17,13,124,0,5837,208,211,138,3499,2
18422,2945,7,12,120,6,5807,205,215,147,3528,2
18423,2942,353,11,108,3,5778,201,221,158,3558,2
18424,2945,346,9,95,6,5748,203,226,161,3588,2
18425,2945,18,8,90,6,5718,215,224,146,3618,2
18426,2945,56,5,90,6,5688,224,228,140,3648,2
18427,2942,124,5,90,3,5658,229,236,140,3678,2
18428,2939,150,9,90,0,5628,232,240,139,3708,2
18429,2936,161,11,90,0,5615,231,243,142,3737,2
18430,2936,190,12,90,0,5568,220,249,161,3767,2
18431,2939,197,12,90,10,5538,217,250,166,3797,2
18432,2939,157,12,90,13,5508,233,241,137,3827,2
18433,2932,151,12,90,3,5479,236,240,132,3857,2
18434,2932,165,11,90,6,5449,230,244,143,3887,2
18435,2929,169,12,90,7,5419,229,245,145,3917,2
18436,2929,177,14,95,10,5389,226,247,150,3946,2
18437,2929,163,15,108,16,5359,233,243,137,3976,2
18438,2926,157,14,120,13,5329,235,241,133,4006,2
18439,2922,153,14,120,9,5299,236,240,132,4036,2
18440,2916,153,14,120,30,5269,236,240,132,4066,2
18441,2916,165,13,108,30,5239,231,244,142,4096,2
18442,2916,148,14,95,30,5209,238,238,126,4126,2
18443,2909,129,19,90,23,5180,247,225,98,4156,2
18444,2900,121,23,85,20,5150,251,215,79,4186,2
18445,2886,127,18,67,6,5120,247,225,98,4215,2
18446,2883,130,15,60,3,5090,243,230,112,4245,2
18447,2873,120,17,60,-6,5060,246,224,101,4275,2
18448,2867,122,14,42,7,5030,242,229,113,4305,2
18449,2860,124,10,30,0,5000,238,233,125,4335,2
18450,2857,113,8,30,3,4970,234,232,129,4365,2
18451,2854,88,6,0,0,4941,230,229,133,4395,2
18452,2850,56,5,0,0,4911,223,229,141,4425,2
18453,2847,29,6,0,0,4881,218,227,145,4455,2
18454,2847,355,9,30,-2,4851,206,224,157,4484,2
18455,2850,1,12,30,6,4821,202,216,151,4514,2
18456,2847,12,15,30,3,4791,204,209,140,4544,2
18457,2847,19,14,30,7,4761,209,210,136,4574,2
18458,2844,32,11,42,4,4731,218,217,134,4604,2
18459,2840,54,6,60,3,4702,224,227,138,4634,2
18460,2837,100,12,42,3,4672,239,224,113,4664,2
18461,2827,111,13,30,-6,4642,242,225,110,4694,2
18462,2824,117,3,30,-9,4612,225,236,146,4724,2
18463,2824,28,5,30,-2,4582,218,230,148,4754,2
18464,2821,38,8,0,0,4552,220,222,136,4784,2
18465,2818,344,8,0,0,4522,203,227,163,4813,2
18466,2824,327,11,30,6,4493,193,228,174,4843,2
18467,2827,4,10,30,6,4463,207,220,151,4873,2
18468,2824,10,12,30,3,4433,207,216,145,4903,2
18469,2824,345,13,30,6,4403,193,218,164,4933,2
18470,2827,338,16,30,9,4373,183,216,170,4963,2
18471,2831,342,18,42,10,4343,180,210,167,4993,2
18472,2834,353,17,60,20,4314,188,207,155,5023,2
18473,2834,8,16,67,20,4284,200,206,141,5053,2
18474,2831,353,13,85,13,4254,196,216,157,5083,2
18475,2834,319,14,108,23,4224,184,227,182,5113,2
18476,2840,306,15,127,29,4194,176,230,193,5143,2
18477,2847,331,12,150,39,4164,192,225,172,5173,2
18478,2847,350,12,162,39,4135,198,219,160,5202,2
18479,2850,334,13,175,46,4105,190,222,171,5232,2
18480,2854,325,13,190,50,4075,187,225,178,5262,2
18481,2860,329,13,201,49,4045,187,223,175,5292,2
18482,2860,343,13,212,56,4015,192,219,165,5322,2
18483,2863,4,15,218,55,3985,200,211,147,5352,2
18484,2860,11,16,228,59,3956,202,206,139,5382,2
18485,2860,0,16,242,65,3926,195,209,150,4854,2
18486,2860,11,16,256,62,3896,202,206,139,5442,2
18487,2857,26,16,268,62,3866,211,204,125,5472,2
18488,2850,42,17,283,52,3836,220,200,110,5502,2
18489,2844,36,14,295,53,3807,218,208,123,5532,2
18490,2844,19,10,309,53,3777,213,219,142,5562,2
18491,2840,29,7,323,42,3747,218,224,142,5592,2
18492,2840,56,5,319,98,3717,224,228,140,5622,2
18493,2837,79,9,297,95,3688,232,224,124,5651,2
18494,2831,76,14,277,105,3658,237,213,105,5681,2
18495,2821,65,13,255,95,3628,232,214,112,5711,2
18496,2818,57,11,234,96,3598,228,216,120,5741,2
18497,2811,68,12,212,89,3568,232,216,114,5771,2
18498,2808,88,14,192,86,3539,241,215,101,5801,2
18499,2798,102,16,170,76,3509,245,218,98,5831,2
18500,2791,109,16,150,69,3479,245,221,99,5861,2
18501,2781,106,20,134,59,3449,250,211,80,5891,2
18502,2768,105,23,124,55,3420,251,205,69,5921,5
18503,2755,105,27,108,56,3390,253,196,52,5951,5
18504,2739,110,31,85,40,3360,254,190,39,5981,5
18505,2722,114,31,67,23,3331,254,193,41,6011,5
18506,2706,115,24,42,7,3301,252,209,70,6041,5
18507,2703,311,19,0,0,3241,167,224,196,6101,1
18508,2713,310,25,30,17,3212,145,214,206,6131,1
18509,2726,304,24,42,23,3182,146,219,210,6161,1
18510,2736,299,23,67,40,3152,150,224,212,6190,1
18511,2749,305,21,95,63,3123,156,223,205,6220,1
18512,2755,326,18,124,59,3093,172,217,183,6250,1
18513,2758,338,19,150,72,3063,176,211,172,6280,1
18514,2762,349,19,170,72,3034,183,206,159,6310,1
18515,2762,11,19,192,86,3004,197,199,135,6340,1
18516,2758,14,18,201,91,2974,201,201,134,6370,1
18517,2758,11,15,190,91,2945,202,208,140,6400,1
18518,2755,28,15,182,88,2915,213,207,127,6430,1
18519,2752,42,17,180,85,2885,220,200,110,6460,1
18520,2742,29,15,180,75,2856,213,205,124,6490,1
18521,2742,350,12,180,75,2826,198,220,160,6520,1
18522,2745,323,10,180,78,2796,194,230,175,6550,1
18523,2749,297,13,182,82,2767,184,236,192,6580,1
18524,2758,289,12,190,91,2737,186,238,193,6610,1
18525,2762,300,5,201,95,2708,205,238,172,6640,1
18526,2762,0,2,212,102,2678,216,235,156,6670,1
18527,2762,4,4,218,95,2649,215,232,155,6700,1
18528,2762,37,7,228,86,2619,220,224,140,6730,1
18529,2758,67,12,240,101,2589,232,217,116,6760,1
18530,2749,87,10,210,26,2560,235,224,119,6790,1
18531,2745,107,9,180,22,2530,236,229,124,6820,1
18532,2739,102,12,150,16,2501,239,225,114,6849,1
18533,2732,68,3,120,9,2471,222,234,148,6879,1
18534,2737,20,6,90,14,2442,216,228,149,6909,1
18535,2730,58,13,60,7,2412,229,211,113,6939,1
18536,2725,51,10,30,2,2383,225,218,126,6942,1
18537,2723,45,8,0,0,2353,223,222,134,6922,1
18538,2719,24,8,0,0,2324,216,224,144,6902,1
18539,2719,345,8,30,1,2295,204,227,162,6881,1
18540,2722,349,8,30,4,2265,205,226,160,6861,1
18541,2722,4,8,42,3,2236,210,225,153,6841,1
18542,2724,41,9,60,3,2206,221,221,134,6821,1
18543,2717,36,10,67,0,2177,219,217,132,6801,1
18544,2716,6,10,85,4,2148,208,222,150,6782,1
18545,2715,38,8,95,10,2118,220,223,138,6762,1
18546,2711,53,5,108,9,2089,223,229,142,6742,1
18547,2714,36,2,127,15,2060,219,234,152,6723,1
18548,2709,76,6,150,13,2030,228,229,136,6703,2
18549,2706,68,4,162,7,2001,224,231,142,6684,2
18550,2704,29,2,175,5,1972,218,233,152,6664,2
18551,2703,77,3,162,27,1943,224,233,145,6645,2
18552,2701,107,6,150,36,1914,231,232,134,6626,2
18553,2698,104,9,127,33,1885,236,229,124,6607,2
18554,2693,112,9,108,30,1855,235,231,127,6588,2
18555,2689,133,12,85,26,1826,239,234,124,6569,2
18556,2684,139,16,67,21,1797,243,233,114,6550,2
18557,2678,141,19,60,15,1768,244,232,109,6531,2
18558,2671,147,19,42,13,1739,242,234,113,6512,2
18559,2666,147,19,30,8,1710,242,235,114,6494,2
18560,2659,147,16,30,4,1681,240,237,122,6475,2
18561,2655,148,9,0,0,1652,232,240,139,6457,2
18562,2653,101,5,0,0,1624,228,233,139,6439,2
18563,2650,58,7,0,0,1595,226,225,133,6420,2
18564,2647,27,9,0,0,1566,217,221,137,6402,2
18565,2647,348,12,0,0,1537,198,221,161,6384,2
18566,2651,338,13,0,0,1509,191,221,169,6366,2
18567,2653,331,12,0,0,1480,191,225,173,6348,2
18568,2657,338,11,30,9,1452,196,225,167,6330,2
18569,2658,359,10,30,6,1423,205,222,154,6313,2
18570,2658,2,8,30,7,1395,209,224,154,6295,2
18571,2657,6,9,30,4,1366,210,223,151,6277,2
18572,2657,18,10,30,4,1338,212,219,143,6260,2
18573,2654,21,10,30,4,1310,214,219,141,6243,2
18574,2654,9,9,30,5,1282,211,223,149,6225,2
18575,2652,24,10,30,5,1254,215,218,140,6208,2
18576,2649,30,10,30,1,1226,217,218,136,6191,2
18577,2648,6,6,42,6,1198,212,227,153,6174,2
18578,2649,9,6,60,8,1170,213,227,152,6157,2
18579,2647,6,6,60,4,1142,212,227,153,6141,2
18580,2648,27,6,30,9,1115,217,226,145,6124,2
18581,2643,45,9,0,0,1087,223,221,133,6107,2
18582,2641,56,10,0,0,1060,227,218,124,6091,2
18583,2633,64,9,30,-7,1033,229,221,125,6075,2
18584,2631,57,7,30,-5,1006,225,226,136,6058,2
18585,2629,54,7,30,-4,979,224,225,136,6042,2
18586,2627,45,5,30,-2,953,222,228,142,6026,2
18587,2626,50,4,30,0,927,221,231,146,6010,2
18588,2624,315,0,30,0,900,217,237,157,5994,2
18589,2625,207,1,0,0,875,218,239,158,5979,2
18590,2624,124,3,0,0,849,225,237,146,5963,2
18591,2622,130,8,0,0,824,234,236,134,5948,2
18592,2617,143,11,30,-6,799,236,238,130,5932,2
18593,2614,151,12,30,-7,774,236,240,132,5917,2
18594,2610,141,12,42,-10,750,238,236,126,5902,2
18595,2606,133,11,60,-16,726,238,235,126,5887,2
18596,2602,122,12,42,9,703,240,230,118,5872,2
18597,2594,128,8,30,0,680,233,235,134,5857,2
18598,2595,117,2,0,0,658,223,237,150,5842,2
18599,2593,64,6,0,0,636,226,228,136,5828,2
18600,2589,48,7,0,0,616,223,225,138,5813,2
18601,2588,22,4,0,0,595,217,230,150,5799,2
18602,2589,63,1,30,4,576,220,236,153,5785,2
18603,2586,153,3,30,0,558,223,239,151,5771,2
18604,2587,128,5,30,-2,541,229,236,141,5757,2
18605,2582,124,5,30,-5,525,229,236,141,5743,2
18606,2581,194,2,30,-2,510,219,240,158,5729,2
18607,2546,92,5,182,-4,558,229,231,137,5493,2
18608,2544,112,5,190,-1,576,229,234,139,5482,2
18609,2539,110,6,201,-5,595,231,233,135,5471,2
18610,2537,99,6,216,-8,616,230,232,136,5460,2
18611,2534,103,4,234,-11,636,227,234,141,5449,2
18612,2502,108,8,162,11,930,233,232,130,5308,5
18613,2496,121,12,153,5,900,240,230,117,5299,5
18614,2491,129,9,150,0,870,235,235,130,5291,5
18615,2488,98,5,150,12,840,228,233,138,5283,5
18616,2484,55,6,134,8,810,224,227,139,5276,5
